zouave zuavog
basement subetaĝog
baseless senfundamentag
basely perfideg
base fundamentog
basalt bazaltog
barytone baritonog
barter interŝanĝig
barrow puŝveturilog
barrister advokatog
barrier barilog
barricade barikadog
barrenness senfruktecog
barren senfruktag
barrel-organ gurdog
barrel barelog
barrack soldatejog
baron baronog
barometer barometrog
barn garbejog
barm feĉog
barley hordeog
barge ŝarĝbarkog
bargain marĉandig
barefoot nudpiedeg
bare nudag
bard bardog
barber barbirog
barbarism barbarismog
barbarian barbarog
bar barig
baptize baptig
baptism baptog
banter mokig
banquet festenog
banns edziĝanoncog
banner flago
bankrupt bankrotog
banker bankierog
baneful pereigag
bane pereigog
bandit malbonulo
bandage bandaĝig
banana bananog
bamboo bambuog
balustrade balustradog
balsam balzamog
balm-mint melisog
balm balzamog
ballot voĉdonig
balloon aerostatog
ballet baletog
ballast balastog
ballad baladog
balk malhelpig
baleful pereigag
bale pakegog
baldness senharecog
bald senharag
balcony balkonog
balance-sheet bilancog
baker panisto
bake bakig
bait allogaĵog
bail garantiaĵog
baggage pakaĵog
bag sakog
badger melog
badge simbolog
bacon lardog
backslider rekulpulog
backbone spinog
backbite kalumniig
bachelor fraŭlog
baby infanetog
baboon pavianog
babe infanetog
babble babilig
azure lazurog
azote azotog
axiom aksiomog
axle-tree aksog
axle aksog
axis aksog
axe hakilog
awry malrektag
awning sunŝirmilegog
awl boriletog
awkward mallerta
awful terurag
awe teruro
away malproksimeg
award aljuĝig
awaken vekig
awake vekig
await atendig
avowal konfesog
avow konfesig
avoid evitig
avid avidag
avidity avidecog
avert deturnig
aversion antipatio
averse antipatia
avenue aleog
avenge venĝig
avaricious avarag
avarice avarecog
avalanche lavangog
auxiliary helpanto
autumn aŭtunog
automobile aŭtomobilog
automatic aŭtomatag
autocrat aŭtokratog
authority aŭtoritatog
author aŭtorog
authenticate verigig
authentic vera
austrian aŭstrog
australia aŭstraliog
austerity severmorecog
austerely severmoreg
austere severmorag
auspicious favorag
auspices aŭspiciojg
auscultate subaŭskultig
auriferous orhavag
aureola aŭreolog
aunt onklinog
august noblag
augment plimultigi
auger borilegog
auditorium aŭskultejog
audit kontekzamenig
audacity maltimegog
audacious maltimegag
attractive ĉarmag
attraction logaĵog
attract altirig
attorney advokatog
attitude sintenadog
attire vestaĵog
attic tegmentĉambrog
attestation atestog
attest atestig
attentive atentag
attention atentog
attempt atencog
attempt atencig
attainment akirog
attain atingig
attack atakig
attack atakog
attachment alligog
attach alligig
atrophy atrofiog
atrocity kruelegog
atrocious kruelegag
atonement rebonigog
atone rebonigig
atomism atomismog
atom atomog
atmosphere atmosferog
atlas landkartarog
athlete atletog
athletic atletag
atheism ateismog
atheist ateistog
at ĉe
asylum rifuĝejog
asunder aparteg
astute ruzag
astronomy astronomiog
astronomer astronomiistog
astrology astrologiog
astrologer astrologiistog
astringent kuntirag
astral astrag
astound miregig
astonishment mirog
astonishing mirag
astonish mirigig
asterisk steletog
assure certigig
assume supozig
assuage dolĉigig
association societog
associate kunulog
assistant-master submajstrog
assistant helpantog
assistance helpog
assist helpig
assimilate similigig
assignment asignog
assign asignig
assiduous diligentag
assessment taksog
assess taksig
assert certigig
assent konsenti
assembly kunveno
assemble kunveni
assay provog
assault atakog
assassin mortigantog
assailant atakantog
assail atakig
ass azenog
aspire celig
aspirant aspirantog
aspirate elspirig
asphyxia asfiksiog
asphalte asfaltog
asperse kalumniig
aspen tremolog
aspect vidiĝog
asparagus asparagog
asp aspidog
asleep dormanta
ask demandig
aside aparteg
asiatic azianog
asia aziog
ashpan cindrujog
ashes cindrog
ascertain certiĝig
ascent suprenirog
ascension supreniradog
ascend suprenirig
as—as tiel—kielg
as kielg
artlessness naivecog
artless simplanima
artist artistog
artisan metiistog
artillery artileriog
artificial artefaritag
artifice artifikog
articulate elparolig
article artikolog
artichoke artiŝokog
arthritic artritulog
artful ruzag
artery arteriog
art artog
arson brulkrimog
arsenic arsenikog
arsenal armilejog
arrow sagog
arrogant arogantag
arrogance arogantecog
arrival alvenog
arrest arestig
arrant famag
arrange aranĝig
arraign kulpigig
arpeggio arpeĝog
arouse vekig
aromatic aromag
aroma aromog
arnica arnikog
army-corps korpusog
armpit subbrakog
armoury armilejog
armourer armilfaristog
armour armaĵog
armorials insignog
armlet ĉirkaŭbrakog
armistice interpacog
armchair seĝegog
armament armilarog
ark ŝipegog
arithmetic aritmetikog
aristocrat aristokratog
aristocracy aristokratarog
arise leviĝig
aright boneg
arid sekag
argument argumentog
argue argumentig
areopagus aeropagog
arena arenog
arduous laboregag
ardour fervorog
ardent fervorag
arctic arktikag
archives arĥivog
architecture arĥitekturog
architect arĥitekturistog
archipelago insularog
archer pafarkistog
archduke arĥidukog
archbishop ĉefepiskopog
archæology arĥeologiog
archangel ĉefanĝelog
arch arkefleksig
arch arkog
arcade arkadog
arc arkog
arbour laŭbog
arbitration arbitraciog
arbitrate arbitraciig
arbitrary arbitrag
arable plugeblag
arab arabog
aqueous akvag
aqueduct akvokondukog
aquatic akvag
aptly kapableg
aptitude kapablecog
apt kapablag
apron antaŭtukog
april aprilog
apricot abrikotog
approve aprobig
approval aprobog
approbation aprobog
approach proksimiĝig
apprise sciigi
apprenticeship lernadog
apprentice lernantog
appreciate ŝatig
appraise taksig
apportion lotumi
appointment elektog
application atentog
appliance aparatog
apple pomog
applause aplaŭdo—adog
applaud aplaŭdig
appetite apetitog
appetising apetitdonag
appendix aldonog
appendage aldonaĵog
append aldonig
appease pacigig
appear ŝajnig
appeal alvokig
apparition aperog
apparent videblag
apparel vestog
apparatus aparatog
appal terurigig
apotheosis apoteozog
apothecary's apotekog
apothecary apotekistog
apostrophize alparolig
apostrophe apostrofog
apostolic apostolag
apostle apostolog
apoplexy apopleksiog
apology apologiog
apologue apologog
apogee apogeog
apocryphal apokrifag
apish simiag
apiary abelejog
apex pinto
aperture malfermaĵog
aperient laksiletog
ape simiog
apathy apatiog
apathetic apatiag
apartment ĉambrog
apart aparteg
apace rapideg
aorta aortog
anywhere ieg
anything iog
anyone's iesg
anyone iug
anyhow ielg
anybody iug
any iag
anxious maltrankvilag
anxiety maltrankvilecog
anvil ambosog
antler kornbranĉog
antiquity antikvecog
antique antikvag
antiquated antikvag
antiquary antikvistog
antipodes antipodojg
antipathy antipatiog
antimony antimonog
antidote kontraŭvenenog
anticipate antaŭvidig
antichrist antikristog
anthropology antropologiog
ant-hill formikejog
anthem antemo
anteroom antaŭĉambrog
anterior antaŭag
antelope antilopog
antedate antaŭdatumig
antechamber antaŭĉambrog
antecedents antaŭaĵog
antarctic antarktikag
antagonist kontraŭulog
ant formikog
answer respondig
anonymous anonimag
anomaly anomaliog
anointing ŝmiro
anoint ŝmirig
annunciation anunciaciog
annular ringformag
annul nuligig
annuity jarpagog
annoyance ĉagreno
annoy ĉagrenig
announcement anoncog
announce anoncig
annotate notig
anniversary datrevenog
annihilate neniigig
annexation kunigog
annex kunigig
annals historiog
ankle maleolog
anisette anizlikvorog
aniseed anizog
animosity malamikecog
animation vivecog
animating vivigag
animated vivigitag
animate vivigig
animal bestog
angular angulag
anguish doloregog
angler fiŝkaptistog
angling fiŝkaptadog
anger kolerigig
anger kolerog
angelic anĝelag
angel anĝelog
anew ankoraŭ
anecdote rakontetog
and kajg
ancient antikvag
anchorite dezertulog
anchor ankrog
ancestors praavoj
anatomy anatomiog
anarchy anarĥiog
analyze analizig
analysis analizog
analogy analogiog
anagram anagramog
amuse amuzig
amulet talismanog
amputate detranĉig
amplitude ampleksog
amplify grandigig
ample sufiĉag
amphora amforog
amphitheatre amfiteatrog
amphibious amfibiag
amount sumog
amorous amemag
amongst interg
among interg
ammonia amoniakog
amity amikecog
amidst mezeg
amid mezeg
amicably paceg
amiable afabla
amiability amindecog
american amerikanog
america amerikog
amend reformig
ameliorate plibonigig
ambush embuskig
ambuscade embuskog
ambrosia ambroziog
amble trotetig
ambitious ambiciag
ambition ambiciog
ambiguous dusencag
amber sukcenog
ambassador ambasadorog
amazon rajdantinog
amazing mirigag
amazement miregog
amaze miregigig
amateur nemetiistog
amass amasigig
amanuensis skribistog
amalgamation unuigog
amalgamate unuigig
amalgam amalgamog
always ĉiamg
alum alunog
altogether tuteg
alto aldog
altitude altog
although kvankamg
althea alteog
alternative elektecog
alternate alternig
altercation malpacog
alteration aliigog
alter aliigig
altar altarog
also ankaŭg
already jamg
alps alpojg
alphabet alfabetog
aloud laŭteg
alone sola
aloft supreg
aloes aloog
almshouse maljunulejog
alms almozog
almond migdalog
almost preskaŭg
almighty ĉiopovag
almanac almanakog
ally interligig
alluvial akvemetitag
allusion aludog
allurement logog
allure logig
allude aludig
all-powerful ĉiopovag
allow permesig
allotment lotaĵog
allot lotumig
allocution paroladetog
alliance interligog
alley aleo
alleviate dolĉigig
allegory alegoriog
allegiance fidelecog
allege pretendig
allay trankviligi
alkali alkaliog
alive vivag
alimony nutramonog
aliment manĝaĵog
alike similag
alien alilandulog
alias alieg
algebra algebrog
alert viglag
ale bierog
alcove alkovog
alcoholism alkoholismog
alcoholic alkoholag
alcohol alkoholog
alchemy alĥemiog
albumen albumenog
album albumog
albeit kvankamg
alarm maltrankviligig
alacrity rapidecog
alabaster alabastrog
akin parencag
ajar duonfermitag
aisle flankaĵog
airhole fenestretog
airballoon aerostatog
air aerumig
ailment malsanog
ail malsanig
aide-de-camp adjutantog
aid helpog
ahead antaŭeg
ague febretog
agronomy agronomiog
agriculturist terkulturistog
agriculture terkulturog
agreement interkonsentog
agreeable agrablag
agree konsentig
agony agoniog
agonize agoniig
ago antaŭg
agitate agitig
agile facilmovag
aghast teruregag
aggressor atakantog
aggression atakog
aggravate plimalbonigig
aggrandisement pligrandigog
aggrandize pligrandigig
agent agentog
agenda memorlibrog
agency agentecog
aged maljunag
age aĝog
agate agatog
against kontraŭg
again reeg
afterwards posteg
afternoon posttagmezog
aftermath postfojnog
after postg
afraid timigitag
afloat flose
affront insultog
affright timigig
affray batiĝog
affluent riĉegag
affluence riĉecog
afflict malĝojigig
affix afiksog
affirmative jesag
affirmation certigo
affirmation atestog
affiliate aligi
affectionately amindeg
affectionate amindag
affection afektecog
affair aferog
affability afablecog
affable afablag
afar malproksimeg
aeronaut aerveturantog
aerolite aerolitog
aerial aerag
advocate defendig
advise konsilig
advice konsilog
advertisement anoncog
advertise anoncig
adversity kontraŭecog
adverse kontraŭag
adversary kontraŭulog
adverb adverbog
advent adventog
advantageous utila
advantage utilo
advancement progresog
advance antaŭenirig
adultery adultog
adulterate falsig
adult plenkreskag
adult plenkreskulog
adulation adulacio
adroitness lertecog
adroit lertag
adorn ornamig
adore adorig
adopt alprenig
adolescent junulog
adolescence junecog
admonition admonog
admonish admonig
admit allasig
admissible permeseblag
admission allasog
admire admirig
admiration admirog
admiral admiralog
admirable admirindag
administration administraciog
administer administrig
adjust aranĝi
adjure petegig
adjudge aljuĝig
adjourn prokrastig
adjoining apudag
adjective adjektivog
adjacent apudag
adieu adiaŭg
adhesive gluag
adhesion aliĝog
adherent aliĝulog
adhere aliĝig
adequate sufiĉag
adept adeptog
adduce prezentig
address adresig
addled senfruktag
additional aldonag
addition aldonog
adder kolubrog
addendum aldonog
adaptation alfaradog
adapt alfarig
adage proverbog
acuteness sagacecog
acute akrag
acumen sagacecog
actuated incititag
actuality nuneco
actual realag
actor aktorog
activity aktivecog
act agig
across transg
acrobat ekvilibristog
acrimonious akretemag
acrid acidag
acquisition akiraĵog
acquirement akirog
acquire akirig
acquiesce konsentig
acquaintance konatog
acquaint sciigig
acoustics akustikog
acorn glanog
aconite akonitog
acknowledgment konfesog
acknowledge konfesig
acidulous acidetag
acidity acidecog
acid acidog
acid acidag
achievement elfarog
achieve plenumig
ache dolorog
acetous acidag
acerbity acidecog
ace asog
accuse kulpigig
accusative akuzativog
accusation kulpigog
accursed malbenag
accurate akuratag
accuracy akuratecog
accumulation amasog
accumulate amasigig
